"scenario","rep","n","p","H_true","G_true","G_config","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","loading_design","block_size_mode","loading_sign_mode","alignment_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","fix_dgp_parameters","dgp_parameter_seed","loading_parameter_seed","mixture_parameter_seed","data_seed","dgp_p_max","product_method","comparator_method","factor_score_rmse_product","factor_score_rmse_comparator","factor_score_rmse_product_minus_comparator","lambda_rmse_product","lambda_rmse_comparator","lambda_rmse_product_minus_comparator","alpha_rmse_product","alpha_rmse_comparator","alpha_rmse_product_minus_comparator","marginal_mu_rmse_product","marginal_mu_rmse_comparator","marginal_mu_rmse_product_minus_comparator","marginal_var_rmse_product","marginal_var_rmse_comparator","marginal_var_rmse_product_minus_comparator","marginal_weight_rmse_product","marginal_weight_rmse_comparator","marginal_weight_rmse_product_minus_comparator","seconds_product","seconds_comparator","seconds_product_minus_comparator"
"rep4_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",4,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22301731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.14465906291147,0.171520895281444,-0.026861832369974,0.500407523590114,0.441061955108147,0.059345568481967,0.378011793146278,0.372202293039341,0.00580950010693698,0.11318858772802,0.111822082832466,0.001366504895554,0.0566220356982715,0.0542391325988086,0.0023829030994629,0.058928544850681,0.0588987218890137,2.98229616673001e-05,7.891,46.613,-38.722
"rep4_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",4,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22302731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.130408890019585,0.148209804677152,-0.017800914657567,0.354559366049814,0.32922960606016,0.025329759989654,0.306983634151662,0.286505228606622,0.02047840554504,0.0382902361981555,0.0420986773249298,-0.0038084411267743,0.0455345911674093,0.0487935103256003,-0.003258919158191,0.0200040927295546,0.02209814972362,-0.0020940569940654,12.494,55.667,-43.173
"rep4_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",4,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23051731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.186856364042995,0.187193248524522,-0.000336884481526994,0.536448256725848,0.435223934371174,0.101224322354674,0.362668752379466,0.375793030431502,-0.013124278052036,0.276731637670013,0.26784293481676,0.00888870285325299,0.243030517982593,0.319998879053168,-0.076968361070575,0.154504133351557,0.0729940246556876,0.0815101086958694,5.699,47.46,-41.761
"rep4_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",4,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23052731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.121480358684071,0.145124081793456,-0.023643723109385,0.350442975980378,0.288510753081365,0.061932222899013,0.292568449859366,0.33500338176405,-0.042434931904684,0.0897688734467545,0.240639969738976,-0.150871096292222,0.0639815885529413,0.245873585016065,-0.181891996463124,0.0448488361938489,0.0759661905099353,-0.0311173543160864,13.024,57.083,-44.059
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",5,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26811731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.142762356069569,0.159556365258081,-0.016794009188512,0.447320375264479,0.398533604028627,0.048786771235852,0.360710140165178,0.352825732929204,0.007884407235974,0.0945321013951951,0.0940289645639925,0.000503136831202608,0.0514781152297891,0.0582831018123307,-0.0068049865825416,0.0488225988638285,0.0492657143033617,-0.000443115439533202,8.82,75.622,-66.802
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",5,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26812731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.138768758184437,0.144037878279308,-0.00526912009487099,0.327955917949599,0.306160692362264,0.021795225587335,0.267610073481662,0.265745546817021,0.00186452666464099,0.071068662600771,0.0671868624604909,0.0038818001402801,0.0315382194176285,0.0422470867982492,-0.0107088673806207,0.0371336484918717,0.0353100634266218,0.0018235850652499,13.359,86.552,-73.193
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",5,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29561731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.151715715905393,0.17304320900917,-0.021327493103777,0.450450376103648,0.346925535084052,0.103524841019596,0.347022708095617,0.36854179588654,-0.021519087790923,0.344739136304662,0.263825290990174,0.080913845314488,0.261374555869078,0.280570572020041,-0.019196016150963,0.149948437828962,0.098420240168658,0.051528197660304,9.697,77.246,-67.549
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",5,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29562731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.129818119607205,0.145808057109607,-0.015989937502402,0.312891579288124,0.263135267935267,0.049756311352857,0.247103072767722,0.263702955994804,-0.016599883227082,0.0706318702608154,0.244452594764771,-0.173820724503956,0.0498815664000742,0.258643364004029,-0.208761797603955,0.0487946681597614,0.0776651082020971,-0.0288704400423357,9.382,89.537,-80.155
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",5,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22311731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.145997823762212,0.171143839718097,-0.025146015955885,0.498241720070602,0.441395428753987,0.056846291316615,0.436070058831496,0.414246151287427,0.021823907544069,0.0682672747838899,0.0668044274005486,0.00146284738334131,0.0400261002846351,0.0461980028614117,-0.0061719025767766,0.0346952211097703,0.0349647002805866,-0.000269479170816295,8.016,46.778,-38.762
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",5,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22312731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.139335087087317,0.15576313097869,-0.016428043891373,0.342757068919528,0.319990722660833,0.022766346258695,0.264150721330164,0.249866436243865,0.014284285086299,0.0669258571489787,0.0645957154030036,0.0023301417459751,0.0299290001453172,0.0338530675731203,-0.0039240674278031,0.0343526730534225,0.0335406986918871,0.000811974361535406,12.424,55.757,-43.333
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",5,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23061731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.138884845193391,0.177651463873178,-0.038766618679787,0.515692069119793,0.394975246209882,0.120716822909911,0.332849048691109,0.343007990539501,-0.010158941848392,0.169568465418744,0.255775032697768,-0.086206567279024,0.184067952393892,0.289058498330335,-0.104990545936443,0.0632644589088596,0.0864553476937345,-0.0231908887848749,8.856,47.178,-38.322
"rep5_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",5,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23062731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.131591592096547,0.154847475810383,-0.023255883713836,0.378387396297832,0.3083638206529,0.070023575644932,0.391267202568939,0.423029177321779,-0.03176197475284,0.142832861976949,0.218960117049851,-0.076127255072902,0.0580738031044843,0.210991564053248,-0.152917760948764,0.0469294013440732,0.0669446090180903,-0.0200152076740171,13.299,56.023,-42.724
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",6,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26821731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.138449605477285,0.147889096272295,-0.00943949079501,0.455964087385925,0.403905167588228,0.052058919797697,0.360601940305498,0.35040896746547,0.010192972840028,0.098896928002166,0.0932615634094349,0.0056353645927311,0.0484760329457607,0.0594950511007796,-0.0110190181550189,0.051042817700958,0.0492548509748513,0.0017879667261067,4.8,76.036,-71.236
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",6,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26822731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137016073251137,0.143178835209022,-0.00616276195788501,0.327981818169791,0.305464976440572,0.022516841729219,0.373350949209397,0.364032422579545,0.009318526629852,0.0596271076590441,0.0595381334451949,8.89742138492008e-05,0.0266450125163561,0.0391724761247449,-0.0125274636083888,0.0309801073984602,0.0308016237858043,0.000178483612655898,8.152,86.719,-78.567
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",6,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29571731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.14710109340679,0.166624171872741,-0.019523078465951,0.454669713574214,0.356347632405537,0.098322081168677,0.271223974872613,0.276845398015411,-0.00562142314279801,0.30781488187783,0.262275705230568,0.045539176647262,0.243678375768177,0.313296690000942,-0.069618314232765,0.107254507148087,0.0836714192533727,0.0235830878947143,9.737,75.746,-66.009
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",6,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29572731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.135658029678561,0.150166366763203,-0.014508337084642,0.321413246401871,0.268869870183954,0.052543376217917,0.285794836391162,0.293612281655223,-0.00781744526406103,0.0797981043620216,0.242431594701145,-0.162633490339123,0.059562696279005,0.263529017266503,-0.203966320987498,0.0375241895386882,0.0728947361405261,-0.0353705466018379,9.187,86.891,-77.704
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",6,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22321731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137625930419975,0.171426845996054,-0.033800915576079,0.499284014654271,0.444757121736105,0.054526892918166,0.490142993527086,0.464789231948736,0.02535376157835,0.0681044235448964,0.0621302896065761,0.0059741339383203,0.0497510284585203,0.0575579517477106,-0.0078069232891903,0.0349594973137603,0.0316201983451412,0.0033392989686191,5.143,47.683,-42.54
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",6,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22322731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.1259664610956,0.139712272709428,-0.013745811613828,0.352579614267666,0.327900790490104,0.024678823777562,0.339636448877359,0.32297727077783,0.016659178099529,0.053162277479898,0.050767286336725,0.002394991143173,0.0286556146095691,0.035640376681679,-0.0069847620721099,0.0268479380713655,0.0265482280635732,0.0002997100077923,7.579,57.309,-49.73
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",6,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23071731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.139255155839271,0.177027471161573,-0.037772315322302,0.513490381379044,0.3795326514791,0.133957729899944,0.368227493356806,0.391437566826028,-0.023210073469222,0.191775218761946,0.253090887862595,-0.061315669100649,0.180583111422543,0.266691390578517,-0.086108279155974,0.14230835255672,0.0976923762551185,0.0446159763016015,4.789,48.461,-43.672
"rep6_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",6,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23072731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.125307635055529,0.146158786565406,-0.020851151509877,0.36250486864226,0.31142129180143,0.05108357684083,0.181660819958316,0.189826957548135,-0.00816613758981899,0.0924619137814103,0.228825913529101,-0.136363999747691,0.0549820089898219,0.210456572011875,-0.155474563022053,0.0378816577956028,0.0977642756462835,-0.0598826178506807,7.478,58.837,-51.359
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",7,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26831731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.145347667572395,0.159772785236569,-0.014425117664174,0.456545489250006,0.406644168958853,0.049901320291153,0.392547685478306,0.400847945762511,-0.008300260284205,0.123504425454805,0.119493738787109,0.004010686667696,0.0657000029489441,0.0729681515313017,-0.00726814858235761,0.0627511936529589,0.0614349742018571,0.00131621945110181,4.731,76.085,-71.354
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",7,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26832731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.138691000147209,0.146891835616187,-0.00820083546897798,0.327325657258346,0.307473792992256,0.01985186426609,0.278160361255234,0.27021514364687,0.00794521760836403,0.0562614710015724,0.0566486617755233,-0.000387190773950899,0.0353295684630854,0.0412802782022213,-0.0059507097391359,0.029045959665943,0.0295148103931859,-0.000468850727242901,8.151,87.408,-79.257
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",7,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29581731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.141917037034809,0.163544706192828,-0.021627669158019,0.455154559999485,0.35814660465784,0.097007955341645,0.429508956150006,0.444091716528117,-0.014582760378111,0.235462523433278,0.268307679942485,-0.032845156509207,0.195341908099247,0.312500731133449,-0.117158823034202,0.0916431565201441,0.0897852120065932,0.0018579445135509,10.536,77.366,-66.83
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",7,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29582731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.129290674188647,0.147521583481711,-0.018230909293064,0.323824272573844,0.273622602435558,0.050201670138286,0.262561724269615,0.273513844353018,-0.010952120083403,0.0766097104750821,0.24603981110346,-0.169430100628378,0.0727545331340006,0.274986963849424,-0.202232430715423,0.0307178101405717,0.0724519177802667,-0.041734107639695,10.021,88.289,-78.268
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",7,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22331731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.129969195499843,0.157835017504131,-0.027865822004288,0.49083870433782,0.43339786848751,0.05744083585031,0.559025614488586,0.549953724524388,0.00907188996419805,0.112347407770289,0.107424202927768,0.004923204842521,0.0512946100131164,0.0554007008201456,-0.0041060908070292,0.0582350821661251,0.0571942732375883,0.0010408089285368,4.282,46.73,-42.448
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",7,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22332731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.135440648160188,0.154716751630477,-0.019276103470289,0.348693175245742,0.326227822722549,0.022465352523193,0.29445795930423,0.293155320294904,0.00130263900932603,0.0398155431500518,0.0416470085505638,-0.001831465400512,0.0329371824272051,0.0368032885282774,-0.0038661061010723,0.0206958819682219,0.0219604700671122,-0.0012645880988903,7.46,55.999,-48.539
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",7,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23081731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.148070266499495,0.176391297949284,-0.028321031449789,0.505808515197937,0.364038535188914,0.141769980009023,0.276548703434061,0.274734194155978,0.00181450927808302,0.342933614875953,0.258330666018401,0.084602948857552,0.271626414952849,0.25776003736972,0.013866377583129,0.204126725356872,0.101306308022319,0.102820417334553,4.777,46.895,-42.118
"rep7_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",7,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23082731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.130257166519549,0.149899570752712,-0.019642404233163,0.362477341620022,0.311292417070352,0.05118492454967,0.229205212949236,0.264403846787173,-0.035198633837937,0.0604753554134358,0.214627628680031,-0.154152273266595,0.0503160809104921,0.200299931348732,-0.14998385043824,0.0370504419510054,0.0839408986987611,-0.0468904567477557,7.517,56.331,-48.814
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",8,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26841731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.141364605703264,0.155821738093703,-0.014457132390439,0.453910195484596,0.404266544804166,0.04964365068043,0.45230512174723,0.455624985910187,-0.00331986416295704,0.115745644128987,0.10928114779675,0.006464496332237,0.0460466778850977,0.058391760928376,-0.0123450830432783,0.0591871452449836,0.057342104190215,0.0018450410547686,4.611,75.687,-71.076
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",8,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26842731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137423835222281,0.144919503865756,-0.00749566864347501,0.330352935550776,0.309847950707703,0.020504984843073,0.248462168198754,0.237332426658855,0.011129741539899,0.0565589333070923,0.0574031805606686,-0.000844247253576298,0.0278710805790099,0.041265463359597,-0.0133943827805871,0.0290432567863421,0.0299854034048288,-0.000942146618486701,8.648,86.81,-78.162
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",8,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29591731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.140415037842451,0.162504433670963,-0.022089395828512,0.455978260787848,0.372043381191324,0.083934879596524,0.32189566622443,0.332982098643914,-0.011086432419484,0.205392998675104,0.273883189283018,-0.068490190607914,0.228790098692653,0.348928574636523,-0.12013847594387,0.0712853462015222,0.0741930176268952,-0.002907671425373,12.727,76.596,-63.869
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",8,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29592731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.132086832986226,0.144825026190079,-0.012738193203853,0.320166946323919,0.266554378462736,0.053612567861183,0.231620534932056,0.227179981032816,0.00444055389924,0.0771191845534107,0.243702563313661,-0.16658337876025,0.0592473758601433,0.263058034482731,-0.203810658622588,0.0424665435955655,0.0822085679164127,-0.0397420243208472,9.387,87.961,-78.574
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",8,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22341731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.130267871348747,0.153295407550829,-0.023027536202082,0.495610402201442,0.442873898973743,0.052736503227699,0.448026006917855,0.428802933967326,0.019223072950529,0.0760482826062555,0.0708505570825974,0.0051977255236581,0.0618971213098982,0.0604989978403177,0.00139812346958049,0.0398787441923177,0.0368370385815609,0.0030417056107568,4.258,47.04,-42.782
"rep8_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",8,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22342731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.13245127091961,0.146960047472093,-0.014508776552483,0.363630444616512,0.337403815432133,0.026226629184379,0.48626954758548,0.491205633707657,-0.004936086122177,0.123262440780324,0.118932263710353,0.00433017706997101,0.0301286612576468,0.0386529495618158,-0.008524288304169,0.0626673076788954,0.0619913669451722,0.000675940733723207,7.191,56.207,-49.016
